PROJ #,DATE ACTIVE,PROJECT NAME,"STRATA 
PLAN","# OF 
UNITS",PM,"ONSITE CONTACT
",STRATA TYPE,"INSURANCE
COMPANY","INSURANCE
EXPIRY (ANNIV)",DATE OF LAST FIRE INSPECTION,"DATE OF LAST
APPRAISAL",APPRAISAL CO. & CONTRACT YEAR,"LIEN
FEE",LIEN INVOICING CODES,"MOVE IN 
FEE","MOVE OUT 
FEE",RSERVICE,FISCAL YEAR END,AGM DEADLINE,LAST AGM HELD / WAIVER SIGNED
5567,1-Oct-18,"VERDANT
9191 University Crescent
Burnaby, B.C. 
V5A 0A1 
",BCS2284,"60 Res
1 Comm",BK,,NORMAL - Treat as one entity,Acera,30-Jun-25,,"Monday, June 30, 2025","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5571,1-Mar-19,"W1
West Tower - 455 SW Marine Drive Vancouver BC V5X 0H3
East Tower - 433 SW Marine Drive Vancouver BC V5X 0H5

Townhouse (West Tower) ? 8110, 8120 8130, 8180, 8182, 8188 Nunavut Lane Vancouver BC V5X 0H3
Townhouse (East Tower) ? 8081, 8083, 8085, 8087, 8093, 8095 Yukon Street Vancouver BC V5X 0H5",EPS5144,458 Residential Units,FY,"Building Manager: Edwin Caco
604-374-4259 
edwin@linis.ca 
w1@linis.ca 

Concierge: 24 Hours
604-785-4393 / 604-423-3400
W1@rservice.ca ",NORMAL,BFL Canada,6-Feb-26,,"Thursday, February 6, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5573,,"THE GRAND AT LANSDOWNE - COMMERCIAL SECTION
5599 Cooney Road
Richmond, B.C. 
V6X 0N8 ",EPS4801,5 Commercial Units,RY,"Building Manager: Terry Lau
Tel: 778-893-7778
Email: thegrandmgr@gmail.com  ",SECTIONED,BFL Canada,26-Sep-25,,,,$200.00 ,,,,,,,
5574,1-Feb-19,"ELLE - JOINT
6533 Buswell Street
Richmond, BC
V6Y 0J6",EPS5474,"65 Residential Units
4 Commercial Units","KZ
","Building Manager:
Louie Liu - 604-785-9730
elle@rservice.ca",SECTIONED,BFL Canada,1-Jan-26,,"Wednesday, January 1, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5575,1-Feb-19,"ELLE - RESIDENTIAL SECTION
6533 Buswell Street
Richmond, BC
V6Y 0J6",EPS5474,65 Residential Units,"KZ
","Building Manager:
Louie Liu - 604-785-9730
elle@rservice.ca",SECTIONED,BFL Canada,1-Jan-26,,"Wednesday, January 1, 2025","NORMAC
Year 3 of 3",$200.00 ,,"$200 (unfurnished)
$100 (furnished)","$200 (unfurnished)
$100 (furnished)",,,,
"5576
(formerly 5738)",1-Jan-24,"The Paramount Cost Share 

EPS8060
6388 No. 3 Road
Richmond, BC

EPS8061
6320 No. 3 Road
6328 No. 3 Road
8133 Cook Road
Richmond, BC

EPS8062
6386 No. 3 Road
Richmond, BC",N/A,N/A,CCS,,Financial Services Only ,"BFL Canada

same as Strata EPS8060",13-Jan-26,,,,,,,,,,,
5578,1-Mar-15,"LE SOLEIL - JOINT
567 Hornby Street
Vancouver, BC
V6C 3E8",LMS3837,130 Units,"KN 
(AW is Admin)","Varun Kuruvilla
672-755-1702
generalmanager@hotellesoleil.com",HOTEL SECTION,JT Insurance,31-Dec-25,5-Mar-15,"Sunday, December 31, 2023","NORMAC
Year 3 of 3",$200.00 ,,,,,30-Sep,30-Nov,29-Nov-16
5579,1-Mar-19,"THE GRAYSON
489 West 26th Ave.
Vancouver, B.C. 
V5Y 0M8

Townhouses 481, 483, 485 & 487 West 26th Ave.
V5Z 2Y1",EPS5252,58 units,BL,"Jun Guevarra
jun@linis.ca 
604-351-7544 (do not give out)

John Paul
johnpaul@linis.ca (do not give out)

Benne Gapo
Ben.G@linis.ca ",NORMAL,BFL Canada,10-Jan-26,"APR 22-23, 2024","Friday, January 10, 2025","NORMAC
Year 1 of 3",$200.00 ,,$200 ($50 furnished),$0.00 ,No,31-Mar,,28-May-25
5580,1-Feb-19,"NORQUAY NINE
2388 East 34th Avenue

5001, 5003, 5005, 5007, 5009, 5011, 5013, 5015 St. Margaret's Street

Vancouver, B.C. 
V5R 0H4
",EPS5366,9 units,"MC
(Admin Pool is Admin)","n/a



",ACCOUNTING ONLY,BFL Canada,9-Jan-26,,"Thursday, January 9, 2025","NORMAC
Year 1 of 3",$200.00 ,PRO/ACCTING/XXXX,,,,,,
"5581
NLM as of July 31, 2025",1-Mar-19,"ARNE
321 East 16th Avenue 
311 East 16th Avenue
Vancouver, BC
V5T 2T7
",EPS5466,20 units,"MC
(Admin Pool is Admin)","
n/a

",ACCOUNTING ONLY,BFL Canada,1-Feb-26,,"Thursday, February 1, 2024","NORMAC
Year 3 of 3",$200.00 ,PRO/ACCTING/XXXX,,,,,,
5582,1-May-19,"BRYDON GREEN
19940 Brydon Crescent
Langley, B.C.
V3A 0K8
",EPS5632,54 units,CG,,NORMAL,"HUB International
(32988 South Fraser Way branch)",1-Apr-26,,"Tuesday, April 1, 2025","NORMAC
Year 1 of 3",$200.00 ,,$100.00 ,$100.00 ,,,,
5583,1-Apr-19,"BROOKMERE 
530 Whiting Way
Coquitlam, B.C.
V3J 0J4 

",EPS5550,218 units,DC,"Concierge
Tel: 778-689-5889
brookmereconcierge@rservice.ca

Buidling Manager 
Shehbaz 
604-836-7178
BrookmereBM@rservice.ca",NORMAL,BFL Canada,21-Mar-26,,"Thursday, March 21, 2024","NORMAC
Year 3 of 3",$200.00 ,,$200.00 ,$0.00 ,,,,
5585,1-May-19,"THE REGENT AT KING EDWARD
523 W. King Edward Avenue

Townhouses:
531, 533, 535 & 537 W. King Edward Ave.
Vancouver, BC 
V5Z 0J3",EPS5493,66 units,BK,"Building Supervisor:  
Steve
Monday to Friday 8:00 AM to 4:00 PM
caretaker@kellyboy.ca (give out)
604-600-5172 (do not give out)

Terence/Ilia
604-396-0515 (do not give out)
buildingmanager2@kellyboy.ca  (do not give out)",NORMAL,HUB,20-Mar-26,,"Thursday, March 20, 2025","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5587,4-May-19,"THE PARK
4900 Lennox Lane
Burnaby, B.C.
V5H 0G9

Townhouses:
6638, 6632, 6628, 6622, 6612 Nelson Ave
6671, 6673, 6675, 6677, 6679, 6681 Dunblane Ave 
Burnaby, B.C.
V5H 0G9",EPS4056,293 Units,RY,"Building Manager:
Val
ThePark@rservice.ca
604-992-8389

If you cannot contact Val then contact:
Fahad Shaukat ? 604-318-8840

If you cannot contact Fahad then contact:
 Danial Mota ? 778-240-1358

",NORMAL,BFL Canada,8-Nov-25,,"Friday, November 8, 2024","NORMAC
Year 2 of 3",$200.00 ,,$300.00 ,,,,,
5590,2-Jul-19,"SUNDIAL
4340 Sundial Place
Whistler, B.C.
V8E 1G5
",VR1570,"49 Res
17 Com",TL,"Ryan Cooling
ryan@sundialhotel.com
+1 (604) 966-3006 (do not give out)",TYPES,Acera,1-Jul-25,,"Tuesday, July 1, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
"5593
5593-C",1-Aug-19,"THE EDGE
289 Alexander Street
Vancouver, B.C. 
V6A 4H6",LMS3818,165 Units,CCS,"Building Manager: Aaron Whynder
604-339-6639 (ok to give out)
Edge.caretaker@live.com 
",NORMAL,BFL Canada,21-Aug-25,,"Thursday, August 21, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
"5594
5594N - 89 Nelson Street
5594S - 87 Nelson Street",1-Oct-19,"THE ARC
North Tower - 89 Nelson Street
Vancouver, B.C.
V6Z 0E7

South Tower - 87 Nelson Street
Vancouver, B.C.
V6Z 0E8",EPS5890,560 Units,JT,"Concierge:
thearc@rservice.ca

Allan Wong
604-813-9972 (do not give out)
awong@allbrightservices.ca (do not give out)
",AIR SPACE PARCEL,BFL Canada,5-Sep-25,,"Friday, September 5, 2025","NORMAC
Year 1 of 3",$200.00 ,,"Move in fee $200, furnished suite $100",,,,,
5595,1-Oct-19,"PRIME ON THE PLAZA
13438 Central Avenue
Surrey, B.C.
V3T 0N2
",EPS5579,398 Units,GR,"Concierge
Tel: 604-362-7554
Email: primeconcierge@rservice.ca

Building Manager: Kevin Elola  
Tel: 604-362-7551
Email: primeBM@rservice.ca
",,Acera,16-Sep-25,,"Monday, September 16, 2024","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5596,1-Feb-20,"PARK ESTATES II 
3300 Ketcheson Road
Richmond, B.C.  
V6X 0S5
",EPS6022,233 Units,JL,"Concierge:
AllCare Building Services
James Zhang
Cell: 604-817-5857
Landline: 604-370-3237
Email: parkestates2@rservice.ca

Thomas Tam
604-328-2516 (do not give out)
Thomas.Tam@allbrightservices.ca (do not give out)",,Hub,8-Nov-25,,"Friday, November 8, 2024","NORMAC
Year 3 of 3",$200.00 ,,"$300 (weekday)
$400 (weekend, unless the weekend day is the last or first day of a month, in which case the fee is $300),
 moving from one strata lot to another strata lot in the building is one-half of the amounts described above
 ($150/$200) move in fees and a $500 deposit must be paid prior to the move taking place. There is not move out fee.",,,,,
"5597
5597-1 (Hazelbridge)
5597-2 (Ketcheson)",1-Feb-20,"SOUTH ESTATES 
3311 Ketcheson Road ? V6X 0S4
8800 Hazelbridge Way ? V6X 0S3
Richmond, B.C.  
",EPS6023,292 Units,RY,"Building Manager: 
Josef Guo
604-219-5606 (DO NOT GIVE OUT)
Email: josef.guo@allbrightservices.ca

Daytime Concierge : Andrea
Cell: 604-789-2856
Office: 604-789-2856
Email: SouthEstates@rservice.ca
Concierge Company Name: CMI (as of Dec 10, 2024)

Afternoon Concierge: Mark Wang
Nighttime Concierge : Sandeep",,Acera,8-Nov-25,,"Friday, November 8, 2024","NORMAC
Year 3 of 3",$200.00 ,,$400.00 ,$0.00 ,,,,
5598,,THE ARC COMMERCIAL,ASP,,"CKS/CS
(Christie)
(Vickie is Admin)","Concierge: 
604-329-3234
thearc@rservice.ca

Building Managers:
Joseph Jilong Ong
604-202-6171 (do not give out)
joseph.jilong.ong@allbrightservices.ca",,BFL Canada,5-Sep-25,,"Friday, September 5, 2025","NORMAC
Year 2 of 3",,,,,,,,
5601,1-Oct-19,"CRISTALLO
828 Gauthier Avenue
Coquitlam, B.C.
V3K 0E9",EPS4769,66 Units,EL,"Richy Bachra
604-760-7425 (do not give out)
ricky@standardcleaning.ca (do not give out)",NORMAL,Acera,3-Apr-26,,"Thursday, April 3, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5603,1-Nov-19,"QUEEN'S LANDING
115 West Queens Road
North Vancouver B.C.
V7N 2K4",EPS5212,14 Units,"MC
(Admin Pool is Admin)",n/a,ACCOUNTING ONLY,BFL Canada,1-Oct-25,,"Tuesday, October 1, 2024","NORMAC
Year 3 of 3",$200.00 ,PRO/ACCTING/XXXX,$150.00 ,N/A,,,,
5604,15-Oct-19,"THE RESIDENCES AT WEST
1783 Manitoba Street
 Vancouver B.C.
V5Y 0K1",EPS2328,189 Units,DC,"Anthony Kwok
residencesatwest@gmail.com
604-828-2933 
Monday to Friday
8:30-4:30",NORMAL,BFL Canada,10-Feb-26,,"Monday, February 10, 2025","NORMAC
Year 1 of 3",$200.00 ,,$250.00 ,$250.00 ,,,,
5608,1-Feb-20,"SILVER OAK
1465, 1485 & 1490 Parkway Blvd.
Coquitlam, BC
V3E 3E6
2900, 2902, 2906, 2908, 2910, 2912, 2916, 2918, 2920, 2922, 2926, 2928, 2930, 2932, 2936, 2938, 2940, 2942, 2944 Panorama Drive
Coquitlam, BC V3E 3B4",LMS2058,148 Units,KC,"Building Caretaker: Steve Catterall
Email: Caretaker.silveroak@gmail.com
Tel: 778-991-7046
Monday - Friday 7AM - 3:30 PM",NORMAL,BFL Canada,1-Oct-25,,"Tuesday, October 1, 2024","NORMAC
Year 3 of 3",$200.00 ,,,,,30-Sep,,26-Nov-24
5609,12-Jan-20,"LINCOLN'S GATE
10620 150th Street
Surrey, B.C.
V3R 7S1

** UNITS 800 THRU 1318 ONLY **
Other units managed by other management companies; unit owner to confirm which.",NW1581,102 Units ,HB,,NORMAL,BFL Canada,24-Jun-25,,"Tuesday, June 24, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5610,1-Apr-20,"TRIOMPHE
1888 Gilmore Avenue
Burnaby, BC
V5C 0L2

",EPS6099,340 Units,"HB/DC 
(DC's Admin)","Concierge:
triompheconcierge@rservice.ca
604-719-4122

Building Manager
Phone: 236-308-7997
Email: triomphebm@rservice.ca",NORMAL,Hub,17-Dec-25,,"Tuesday, December 17, 2024","NORMAC
Year 3 of 3",$200.00 ,,$200.00 ,$0.00 ,,,,
5611,1-Apr-20,"THE GEORGIA EAST
20696 Eastleigh Crescent
Langley, B.C. 
V3A 0M3


",EPS6482,"94 Units
",KD,"Paulo Hariramani (Part Time)
672-755-8031 (do not give out)
GeorgiaEast@rservice.ca",NORMAL,"Hub
(4350 Still Creek Drive branch)",15-Apr-26,,"Tuesday, April 15, 2025","NORMAC
Year 3 of 3",$200.00 ,,$200.00 ,None,,,,
5613,1-May-20,"ELEMENT 1
7131 17th Avenue
Burnaby, BC
V3N 1K8
",EPS6236,23 TH Units ,EL,"David Yoo
element1@rservice.ca",NORMAL,BFL Canada,6-May-26,,"Tuesday, May 6, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5614,1-Mar-20,SOUTH ESTATES SAS (SEXSMITH ARTIST STUDIOS) UNITS,n/a,4 Units ,"MR/CKS
(YF is Admin)",,,BFL Canada,1-Mar-26,,"Saturday, March 1, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5615,1-Jul-20,"JUNEAU
4465 Juneau Street, 
Burnaby, B.C.
V5C 0L8
",EPS6618,147 Units,CCS,"Building Manager:
Ken Petkau  
604-329-4358 
juneau@rservice.ca",NORMAL,BFL Canada,10-Jun-26,,"Tuesday, June 10, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5616,1-Sep-20,"CAPITOL
1001-1021 Quebec Street 
1012-1020 Auckland Street 
New Westminster, BC 
V3M 0M3
",EPS6050,88 Units,SC,"JP Ojeda (Part Time)
672-755-8031 (do not give out)
Capitol@rservice.ca",NORMAL,Acera,15-Aug-25,,"Friday, August 15, 2025","NORMAC
Year 1 of 3",$200.00 ,,"

Ground-level units and townhomes are excempted from the $200 move-in fee as per the Strata Rules.","

Ground-level units and townhomes are excempted from the $200 move-in fee as per the Strata Rules.",,,,
5618,1-Jul-20,"THE GEORGIA WEST
20686 Eastleigh Crescent 
Langley, B.C.
V3A 0M4
",EPS6483,"94 Units
",HB,,NORMAL,BFL Canada,15-Jun-26,,"Sunday, June 15, 2025","NORMAC
Year 3 of 3",$200.00 ,,"A non-refundable move-in and move-out fee of $250.00 will be charged to a strata lot for every move into or out of a strata lot, whenever a change of Owner on title, and whenever a change of tenants or occupants of the strata lot occur. ","A non-refundable move-in and move-out fee of $250.00 will be charged to a strata lot for every move into or out of a strata lot, whenever a change of Owner on title, and whenever a change of tenants or occupants of the strata lot occur. 
",,,,
5619,1-Aug-20,"LINCOLN CENTER
3030 Lincoln Avenue
Coquitlam, BC
V3B 6B4",LMS2440,53 Units,KC,"David Forest 
snowforest@telus.net (do not give out)
604-319-2366 (do not give out)",NORMAL,JT Insurance,31-Dec-25,,,Valuations West Property,$200.00 ,,,,No,31-Dec,,5-Feb-25
5620,1-Aug-20,"HAWTHORNE
4988 Cambie Street 
Vancouver
V5Z 2Z5 ",EPS6514,44 Units,CZ,"JP
604-836-8165 (do not give out)
hawthorne@rservice.ca (do not give out)

Jun
 jun@linis.ca
604-321-7544",NORMAL,BFL Canada,10-Jul-25,,"Thursday, July 10, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5621,1-Jan-21,"THE WELWYN
4413-4429 Welwyn Street
Vancouver, BC
V5N 3Z3",EPS6681,9 Units,"MC
(Admin Pool is Admin)",n/a,ACCOUNTING ONLY,BFL Canada,18-Dec-25,,"Thursday, May 29, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5626,1-Aug-20,"THE RESIDENCES AT LYNN VALLEY (ABCD)

Building A - 2780 Valley Centre Avenue
			North Vancouver, BC
				V7J 0C4

Building B - 	2785 Library Lane
				North Vancouver, BC
				V7J 0C3

Building C -	1210 East 27th Street
				North Vancouver, BC
				V7J 0C5

Building D - 	2707 Library Lane 
				North Vancouver, BC
V7J 0C6",EPS4096,244 Residential Units,SR,"Building Manager: Igor Pisk
lynnvalley2@rservice.ca
604-968-5512

Alliance Maintenance:  David McAleese
Tel: 604-306-4104
W: alliancecleans.com  
 E: lv2@alliancecleans.com",AIR SPACE PARCEL,Hub ,20-Jul-25,12-Jun-25,"Sunday, July 20, 2025","NORMAC
Year 3 of 3",$200.00 ,,$200.00 ,$200.00 ,Yes,31-Dec,,27-Feb-25
5627,1-Sep-20,"CRESTON - JOINT
1411-1415 Bewicke  
V7M 3C7
715 15th St W               
V7M 1T2
North Vancouver, BC",EPS5766,"52 Residential Units
3 Commercial Units
TOTAL = 55 Units",BK,"John
604-928-9005 (do not give out)
johnpaul@linis.ca (do not give out)",SECTIONED,Acera,6-Aug-25,,"Wednesday, August 6, 2025","NORMAC
Year 3 of 3",$200.00 ,,$200.00 ,$200.00 ,,,,
5628,1-Sep-20,"CRESTON - RESIDENTIAL SECTION
1411-1415 Bewicke  
V7M 3C7
715 15th St W               
V7M 1T2
North Vancouver, BC",EPS5766,"52 Residential Units
",BK,"John
604-928-9005 (do not give out)
johnpaul@linis.ca (do not give out)",SECTIONED,Acera,6-Aug-25,,"Wednesday, August 6, 2025","NORMAC
Year 3 of 3",$200.00 ,,$200.00 ,$200.00 ,,,,
5629,1-Sep-20,"BASALT
5058 Cambie Street
Vancouver, B.C. 
V5Z 2Z5
",EPS6589,"51 Residential Units
",BK,"Caretaker: 
Georgeta Grigore (MWF, 8:30am-1:30pm)
Email: basalt5058@gmail.com
Telephone: +1 236-333-3697

John
604-928-9005 (do not give out)
johnpaul@linis.ca (do not give out)",,Acera,20-Aug-25,,"Wednesday, August 20, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5631,1-Nov-20,"KINGS CROSSING III
7303 Noble Lane 
Burnaby, BC
V3N 0H2
",EPS4444,231 Residential Units,"CF
","Concierge: 
Armour Security
Direct Line 604-818-3180
kingscrossingconcierge@outlook.com
",,Acera,26-Aug-25,,"Tuesday, August 26, 2025","NORMAC
Year 1 of 3",$200.00 ,,$100.00 ,$100.00 ,,,,
5632,1-Oct-20,"KING EDWARD VILLAGE II
4028 Knight Street
1432 Kingsway
Vancouver, BC
V5N5Y8 ",BCS2869,192 Residential Units,CS,"Building Manager
Boris Umansky
kev2buildingmanager@rservice.ca
778-877-9596 (OK to give out)
236-777-5214 (do NOT give out)",,Acera,1-Dec-25,,"Thursday, December 1, 2022",SUNCORP,$200.00 ,,,,,,,
5633,1-Oct-20,"ORCHID - JOINT
5580 No.3 Road 
Richmond, B.C. 
V6X 0R8
",EPS5182,"131 Residential Units
4 Commercial Units",CZ,"Rajan Thapa Magar 
604-862-0251 (do not give out)
orchidstrata@gmail.com (do not give out)",SECTIONED,BFL Canada,5-Sep-25,,"Friday, September 5, 2025","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5634,1-Oct-20,"ORCHID - RESIDENTIAL SECTION
5580 No.3 Road 
Richmond, B.C. 
V6X 0R8
",EPS5182,"131 Residential Units
",CZ,"Rajan Thapa Magar 
604-862-0251 (do not give out)
orchidstrata@gmail.com (do not give out)",SECTIONED,BFL Canada,5-Sep-25,,"Friday, September 5, 2025","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5635,1-Oct-20,"ORCHID - COMMERCIAL SECTION
5580 No.3 Road 
Richmond, B.C. 
V6X 0R8
",EPS5182,4 Commercial Units,CZ,,SECTIONED,BFL Canada,5-Sep-25,,"Friday, September 5, 2025","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5636,1-Nov-20,"THE TRAILS
505, 515, 525 East 2nd Street
North Vancouver
V7L 1E1

",EPS6372,31 TH Units,"KD
","Ashley, Service/Ops Manager ops@stratasmart.net
Office: 604-990-0867

Daisy, Accounting - admin@stratasmart.net",,Hub International,18-Sep-25,,"Wednesday, September 18, 2024","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5637,1-Dec-20,"ROSEDALE ON ROBSON 
838 Hamilton Street
Vancouver, BC 
V6B 6A2 

818, 828, 838, 848, 858, 868, 878 Hamilton Street
260, 270, 280, 290 Robson Street
Vancouver, BC",LMS1863,276 Units,CS,,TYPES,Gallagher Insurance,1-Aug-25,,"Friday, August 1, 2025","NORMAC
Year 3 of 3",$200.00 ,,,,,,,
5642,1-Dec-20,"RIVER
188 Wood Street
New Westminster, BC
V3M 5A4
",EPS3793,65 TH,BL,188.wood.st@gmail.com (do not give out),"NORMAL, TH",BFL Canada,24-Mar-26,"JAN 21-22, 2025","Sunday, March 24, 2024","NORMAC
Year 3 of 3",$200.00 ,,None,None,No,28-Feb,,29-Apr-24
5643,1-Jan-21,"PORTSIDE
488 Furness Street
New Westminster, BC
V3M 0M1
",EPS6825,"Phase 1 - 24
Phase 2 - 19
Phase 3 - 4
Phase 4 - 24
Phase 5 - 23
Phase 6 - 19
Phase 7 - 12
Phase 8 - 23
Phase 9 - 22
170 Total Units",DC,n/a,"PHASED STRATA, TH",BFL Canada,"8-Jan-26

(Strata Lots 4-170)
",,"Wednesday, January 8, 2025","NORMAC
Year 2 of 3",$200.00 ,,$0.00 ,$0.00 ,,,,
"5645
Newstar:
5681 Birney 5645-1
5629 Birney 5645-2",1-Feb-21,"IVY ON THE PARK 
5629 Birney Avenue (Strata Lots 46-226)
5681 Birney Avenue (Strata Lots 1-45)
Vancouver, B.C.
V6S 0L5 


",EPS6944,226 Units,DC,"Concierge 
ivyonthepark@rservice.ca 
604-790-0720

Building Manager
Ana
Ivymanager@alliancecleans.com
604-813-6250 (do not give out)",,BFL Canada,20-Jan-26,,"Monday, January 20, 2025","NORMAC
Year 2 of 3",$200.00 ,,$150.00 ,$150.00 ,,,,
5651,1-Feb-21,"THE PEAK
8850 University Crescent
Burnaby, B.C.
V5A 0C8

",EPS5447,185 Units,"KZ
(LPJ is Admin)","Kesh Chandra
604-230-7866
peakcaretaker@gmail.com",NORMAL STRATA,BFL Canada,23-Jan-26,,"Thursday, January 23, 2025","NORMAC
Year 1 of 3",$200.00 ,,"$100.00


Weekend Move In/Out Rule: Moves on weekends will have an additional $125 on top of the $100 move in fee or the $100 move out fee to account for a move in attendant. In additional, residents are not allowed to keep the front lobby doors open during moves unless a move in attendant is present","$100.00


Weekend Move In/Out Rule: Moves on weekends will have an additional $125 on top of the $100 move in fee or the $100 move out fee to account for a move in attendant. In additional, residents are not allowed to keep the front lobby doors open during moves unless a move in attendant is present.",,,,
5655,1-May-21,"MODA
6658 Dow Avenue 
Burnaby, BC 
V5H 0C7",EPS2219,249 Units,FY,"CMI concierge 
conciergemoda@gmail.com
(604) 818-3180 (do not give out)
778-222-7179 (do not give out)",NORMAL STRATA,Acera,21-Aug-25,,"Thursday, August 21, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
5656,1-May-21,"PROMENADE - JOINT
118 Carrie Cates Court 
North Vancouver, B.C. 
V7M 0G6",EPS6231,"117 - Residential 
14 - Commercial 

131 - TOTAL UNITS",CF,"Concierge
Peter
236-330-3065 
promenadequaymanager@gmail.com ",SECTIONED STRATA,Acera,9-Mar-26,,"Monday, December 9, 2024","NORMAC
Year 2 of 3",$200.00 ,,"$400 Move In fee 
$100 move in fee ?  for furnished unit 
+ $500 damage deposit ",No move out fee,,,,
5657,1-May-21,"PROMENADE - RESIDENTIAL SECTION
118 Carrie Cates Court 
North Vancouver, B.C. 
V7M 0G6",EPS6231,117 Residential Units,CF,"Concierge
Peter
236-330-3065 
promenadequaymanager@gmail.com ",SECTIONED STRATA,Acera,9-Dec-25,,"Monday, December 9, 2024","NORMAC
Year 2 of 3",$200.00 ,,"$400 Move In fee 
$100 move in fee ?  for furnished unit 
+ $500 damage deposit ",No move out fee,,,,
"5658
Newstar:
5656-C",1-May-21,"PROMENADE - COMMERCIAL  SECTION (EXPAND ROW FOR COMPLETE LIST OF UNITS)
CRU1 - 112 Carrie Cates Court
CRU2 - 114 Carrie Cates Court
CRU3 - 120 Carrie Cates Court
CRU4 - 122 Carrie Cates Court
CRU5 - 124 Carrie Cates Court
CRU6 - 126 Carrie Cates Court
CRU7 - 128 Carrie Cates Court
CRU8 - 129 West Esplanade
CRU9 - 125 West Esplanade
CRU10 - 123 West Esplanade
CRU11 - 121 West Esplanade
CRU12 - 122 West Esplanade
CRU13 - 127 West Esplanade
CRU14 - 115 West Esplanade
North Vancouver, B.C. 
V7M 0G6",EPS6231,14 Commercial Units,SC,,SECTIONED STRATA,Acera,9-Dec-25,,"Monday, December 9, 2024","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
"5661
Newstar:
Phase 1: 9399 Alexandra Road 
Phase 2: 9311 Alexandra Road 
Phase 3: 9366 Tomicki Avenue
Phase 4: 9388 Tomicki Avenue ",1-Jun-21,"ALEXANDRA COURT 
9311 Alexandra Road V6X 0L8 
9399 Alexandra Road V6X 0L7 
9366 Tomicki Avenue V6X 0N9 
9388 Tomicki Avenue V6X 0P1 
Richmond, B.C. ",EPS2669,547 Residential Units,"CF/TL
(BN is Admin)","Building Manager: John Huang
Tuesday to Saturday (9 a.m. to 5 p.m.)
Telephone: 604-612-5605

Building Manager: N/A (Looking for a replacement)
Sunday to Thursday (9 a.m. to 5 p.m.)
Telephone: N/A (Looking for a replacement)

Email: alexandracourtmanager@gmail.com (BMs share one email address)",NORMAL STRATA,JT Insurance,19-Jul-25,,"Saturday, July 19, 2025","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5663,1-Jul-21,"PARK HOUSE SOUTH
477 W 59th Avenue
Vancouver BC
V5X 1X4",EPS7549,43 Residential Units,LZ,"JP Ojeda (Part Time, twice a week)
306-914-8289 (do not give out)
ParkHouseSouth@rservice.ca
johnpaul@linis.ca (do not give out)",NORMAL STRATA,BFL Canada,15-May-26,,"Thursday, May 15, 2025","NORMAC
Year 2 of 3",$200.00 ,,,,,,,
"5664
Newstar:
5664-K: 6233 Katsura Joint 
5664-KA: 6233 Katsura Apartment 
5664-S: 9133 Hemlock Joint 
5664-SA:  9133 Hemlock Apartment ",1-Jun-21,"KATSURA & SEQUOIA AT HAMPTONS PARK
9133 Hemlock Drive - V6Y 4J9
6233 Katsura Street - V6Y 4K1
Richmond",BCS1060,252 Residential Units ,JL,"Nick Kehayas 
katsura007@shaw.ca (do not give out)
604-306-8485 (do not give out)",TYPES,Hub,31-Mar-26,,,,$200.00 ,,,,,,,
5666,1-Jun-21,"KINGS CROSSING OWNERS COMMITTEE (KCOC) AMENITY CLUB
",,,BK,,CLUB,Acera,26-Aug-25,,"Friday, August 26, 2022","NORMAC
Year 1 of 3",$200.00 ,,,,,,,
5672,1-Dec-21,"PARK BOULEVARD
Residential Building - 9887 Whalley Boulevard
Townhouses - 9861, 9863, 9867, 9869, 9881, 9883, 9887, 9889 Whalley Boulevard
Surrey, B.C. 
V3T 0P4",EPS7405,419 Residential Units,GR,"Concierge:
parkboulevardconcierge@rservice.ca
604-329-1903

Building Manager: Eric Ray
eray@rservice.ca
778-875-7606 (do not give out)",NORMAL STRATA,HUB,12-Nov-25,,"Monday, April 21, 2025","NORMAC
Year 2 of 3",$200.00 ,,Move In Fee - $100.00 + $150.00 Admin Fee,Move Out Fee - $150.00 Admin Fee,,,,
